gid	gid_v3	symbol	note
Zm00001d023344	GRMZM5G898755	umc1318	NA
Zm00001d023356	GRMZM2G443565	phd18	PHD-transcription factor 18
Zm00001d023371	GRMZM5G803318	IDP258	NA
Zm00001d023372	GRMZM2G022318	umc1319	NA
Zm00001d023373	GRMZM2G003732	AW225120	NA
Zm00001d023376	GRMZM2G003762	alp1	aluminum-induced protein homolog1
Zm00001d023379	GRMZM2G004534	pyk2	pyruvate kinase2
Zm00001d023384	GRMZM2G031317	IDP1448	NA
Zm00001d023385	GRMZM2G031261	psk4	phytosulfokine4
Zm00001d023391	GRMZM2G314661	ddt6	DDT-transcription factor 6
Zm00001d023393	GRMZM2G350841	npi285a(cac)	NA
Zm00001d023394	GRMZM2G050709	umc1152	NA
Zm00001d023395	GRMZM2G050730	pop3	populus tremula stable protein homolog3
Zm00001d023402	GRMZM2G159119	glk4	G2-like-transcription factor 4
Zm00001d023404	GRMZM2G434170	pap29	purple acid phosphatase29
Zm00001d023410	GRMZM5G881649	pap32	purple acid phosphatase32
Zm00001d023411	GRMZM2G016370	glk5	G2-like-transcription factor 5
Zm00001d023420	GRMZM2G338454	pebp3	phosphatidylethanolamine-binding protein3
Zm00001d023424	GRMZM2G366264	bzip109	bZIP-transcription factor 109
Zm00001d023425	GRMZM2G051637	cr4	crinkly4
Zm00001d023426	GRMZM2G164113	IDP2353	NA
Zm00001d023427	GRMZM2G464328	gun4	genomes uncoupled4 homolog
Zm00001d023430	GRMZM6G534641	endo3	endonuclease3
Zm00001d023431	GRMZM2G113093	si496035e06	NA
Zm00001d023434	GRMZM2G113073	umc1432	NA
Zm00001d023437	GRMZM2G104310	gdcp1	glycine decarboxylase1
Zm00001d023443	GRMZM2G365754	bzip67	bZIP-transcription factor 67
Zm00001d023446	GRMZM5G805685	abi41	ABI3-VP1-transcription factor 41
Zm00001d023453	GRMZM2G148404	umc2034	NA
Zm00001d023455	GRMZM2G057753	ofp38	OVATE-transcription factor 38
Zm00001d023456	AC187891.3_FG006	ofp39	OVATE-transcription factor 39
Zm00001d023465	GRMZM2G052515	e2f11	E2F-DP-transcription factor 211
Zm00001d023466	GRMZM2G052499	ca5p17	CCAAT-HAP5-transcription factor 517
Zm00001d023494	GRMZM2G024499	umc2749	NA
Zm00001d023504	GRMZM2G010093	cbl6	calcineurin B-like6
Zm00001d023506	GRMZM2G033680	cbl7	calcineurin B-like7
Zm00001d023507	GRMZM2G136266	bzip10	bZIP-transcription factor 10
Zm00001d023514	GRMZM2G153409	umc2592	NA
Zm00001d023516	GRMZM2G142891	salt1	SalT homolog1
Zm00001d023523	GRMZM2G001272	tubtf14	TUB-transcription factor 14
Zm00001d023529	GRMZM2G136910	aasr1	abscisic acid stress ripening1
Zm00001d023534	GRMZM2G001904	ftcl1	5-formyltetrahydrofolate cyclo-ligase1
Zm00001d023535	GRMZM2G544539	ereb28	AP2-EREBP-transcription factor 28
Zm00001d023536	GRMZM2G419806	oy1	oil yellow1
Zm00001d023537	GRMZM2G118316	pco098048	NA
Zm00001d023538	GRMZM2G118286	AI795367	NA
Zm00001d023539	GRMZM2G118214	gata7	C2C2-GATA-transcription factor 7
Zm00001d023540	GRMZM2G048850	gata33	C2C2-GATA-transcription factor 33
Zm00001d023541	GRMZM2G324131	gata8	C2C2-GATA-transcription factor 8
Zm00001d023542	GRMZM2G028432	vpp4	vacuolar proton pump4
Zm00001d023553	GRMZM2G381429	GRMZM2G381429	NA
Zm00001d023558	GRMZM2G068710	cchh35	Cys2His2 Zinc Finger35
Zm00001d023559	GRMZM2G046284	pzb01301	NA
Zm00001d023565	GRMZM2G093895	tcptf12	TCP-transcription factor 12
Zm00001d023580	GRMZM2G103546	aldh25	aldehyde dehydrogenase25
Zm00001d023582	GRMZM2G014397	TIDP3433	NA
Zm00001d023583	GRMZM2G005848	IDP1458	NA
Zm00001d023587	GRMZM5G803992	umc2069	NA
Zm00001d023593	GRMZM2G433162	AY107726	NA
Zm00001d023604	GRMZM2G122053	TIDP3704	NA
Zm00001d023615	GRMZM2G004060	wrky15	WRKY-transcription factor 15
Zm00001d023635	GRMZM2G015869	pco143033	NA
Zm00001d023636	GRMZM2G006493	c3h54	C3H-transcription factor 354
Zm00001d023646	GRMZM2G160279	umc1863	NA
Zm00001d023650	GRMZM2G110381	pco144235	NA
Zm00001d023654	GRMZM2G125931	umc130	NA
Zm00001d023655	GRMZM2G011746	y9	pale yellow9
Zm00001d023658	GRMZM2G011136	csu625	NA
Zm00001d023659	GRMZM2G006042	arftf28	ARF-transcription factor 28
Zm00001d023669	GRMZM2G083347	nactf67	NAC-transcription factor 67
Zm00001d023673	GRMZM2G021706	sweet13b	sugars will eventually be exported transporter13b
Zm00001d023677	GRMZM2G173669	sweet13a	sugars will eventually be exported transporter13a
Zm00001d023681	GRMZM2G027522	mac1	multiple archesporial cells1
Zm00001d023684	GRMZM2G437435	sbt1	subtilisin1
Zm00001d023698	GRMZM2G152757	dnp1	diphosphonucleotide phosphatase1
Zm00001d023699	GRMZM2G399183	gcsh1	glycine cleavage system protein H1
Zm00001d023706	GRMZM2G181251	pza02961	NA
Zm00001d023707	GRMZM2G181258	trm1	thioredoxin M1
Zm00001d023713	GRMZM2G009048	psan2	photosystem I N subunit2
Zm00001d023718	GRMZM2G091819	de18	defective18
Zm00001d023734	GRMZM2G009448	grp2	glycine-rich protein2
Zm00001d023736	GRMZM2G137510	mads34	MADS-transcription factor 34
Zm00001d023738	GRMZM2G140737	vpsh26	vacuolar protein sorting homolog26
Zm00001d023740	GRMZM2G046238	mab22	math-btb22
Zm00001d023756	GRMZM2G068382	si614017e10	NA
Zm00001d023757	GRMZM2G068316	lim2	NA
Zm00001d023760	GRMZM6G007923	chs1	chitin synthase homolog1
Zm00001d023762	GRMZM2G115579	TIDP3522	NA
Zm00001d023767	NA	gif3	growth-regulating-factor-interacting factor3
Zm00001d023788	GRMZM2G431157	jmj8	JUMONJI-transcription factor 8
Zm00001d023795	GRMZM2G331368	upl12	ubiquitin-protein ligase12
Zm00001d023802	GRMZM2G001500	bcd1072b(hsp70)	NA
Zm00001d023810	GRMZM2G015886	csld1	cellulose synthase-like D1
Zm00001d023839	GRMZM2G571844	php06005	NA
Zm00001d023853	GRMZM2G141848	aprl6	adenosine 5'-phosphosulfate reductase6
Zm00001d023856	GRMZM2G153206	umc1785	NA
Zm00001d023858	GRMZM2G300969	umc1962	NA
Zm00001d023885	GRMZM2G037378	umc1367	NA
Zm00001d023887	GRMZM2G149580	si605047f11	NA
Zm00001d023892	GRMZM2G014376	sad1	shikimate dehydrogenase1
Zm00001d023904	GRMZM2G064371	abp4	auxin binding protein homolog4
Zm00001d023908	GRMZM2G078508	abp5	auxin binding protein homolog5
Zm00001d023914	GRMZM2G365888	phd4	PHD-transcription factor 4
Zm00001d023918	GRMZM2G073860	pap7	purple acid phosphatase7
Zm00001d023922	GRMZM2G084463	cl30467_1	NA
Zm00001d023929	GRMZM2G383088	oxmt1	oxo-glutarate/malate transporter1
Zm00001d023931	GRMZM2G052606	myb109	MYB-transcription factor 109
Zm00001d023933	GRMZM2G420407	TIDP3714	NA
Zm00001d023950	GRMZM2G073943	umc2705	NA
Zm00001d023955	GRMZM2G010669	zmm1	Zea mays MADS1
Zm00001d023962	GRMZM2G115424	chr109a	chromatin complex subunit A
Zm00001d023979	GRMZM5G827286	dgk5	diacylglycerol kinase5
Zm00001d023984	GRMZM2G700208	TIDP3581	NA
Zm00001d023987	GRMZM2G171518	pco132517	NA
Zm00001d023994	GRMZM2G016890	glu1	beta glucosidase1
Zm00001d024000	GRMZM2G014844	glu3	beta-glucosidase3
Zm00001d024008	GRMZM2G479834	iaa42	Aux/IAA-transcription factor 42
Zm00001d024009	GRMZM2G009443	cip1	cytokinin inducible protease1
Zm00001d024023	AC214791.2_FG002	pebp20	phosphatidylethanolamine-binding protein20
Zm00001d024027	GRMZM2G049915	prcw1	proline rich cell wall protein1
Zm00001d024028	GRMZM2G049892	ans3	anthranilate synthase component II homolog2
Zm00001d024030	GRMZM2G035305	IDP876	NA
Zm00001d024037	GRMZM2G008247	glu2	beta-glucosidase2
Zm00001d024041	GRMZM2G088140	bzip37	bZIP-transcription factor 37
Zm00001d024103	GRMZM2G405170	abi44	ABI3-VP1-transcription factor 44
Zm00001d024119	GRMZM2G033985	prx112	peroxidase112
Zm00001d024159	GRMZM2G102156	bio1	biotin1
Zm00001d024160	GRMZM2G094352	bzip107	bZIP-transcription factor 107
Zm00001d024169	GRMZM2G137715	hagtf40	GNAT-transcription factor 40
Zm00001d024200	GRMZM2G092363	col19	C2C2-CO-like-transcription factor 19
Zm00001d024203	GRMZM2G101900	pco130702b	NA
Zm00001d024207	GRMZM2G127087	tps6	terpene synthase6
Zm00001d024210	GRMZM2G127087	tps11	terpene synthase11
Zm00001d024212	GRMZM2G094452	dgk2	diacylglycerol kinase2
Zm00001d024213	GRMZM2G056126	bbx34	b-box34
Zm00001d024222	GRMZM2G126471	pco133003	NA
Zm00001d024230	GRMZM2G311316	ca5p5	CCAAT-HAP5-transcription factor 55
Zm00001d024234	GRMZM2G127336	tps23	terpene synthase23
Zm00001d024237	GRMZM2G147683	php20646	NA
Zm00001d024239	GRMZM2G134613	atg8d	autophagy8d
Zm00001d024245	GRMZM2G181192	glx1	glyoxylase1
Zm00001d024248	GRMZM2G005938	ppr*-59040	pentatricopeptide repeat*-59040
Zm00001d024268	GRMZM2G167018	nactf110	NAC-transcription factor 110
Zm00001d024273	GRMZM2G119305	sacd10	stearoyl-acyl-carrier-protein desaturase10
Zm00001d024274	GRMZM2G146115	AY105746	NA
Zm00001d024281	GRMZM2G034152	pao1	polyamine oxidase1
Zm00001d024285	GRMZM5G884349	bzip32	bZIP-transcription factor 32
Zm00001d024302	GRMZM2G368861	def2	defensin-like protein2
Zm00001d024303	GRMZM2G368890	def1	defensin-like protein1
Zm00001d024308	GRMZM2G455564	pme35	pectin methylesterase35
Zm00001d024311	GRMZM2G029307	IDP475	NA
Zm00001d024318	GRMZM2G046861	IDP48	NA
Zm00001d024319	GRMZM2G073077	umc1345	NA
Zm00001d024321	GRMZM2G173321	abi51	ABI3-VP1-transcription factor 51
Zm00001d024323	GRMZM2G020254	wrky33	WRKY-transcription factor 33
Zm00001d024324	GRMZM2G020054	ereb54	AP2-EREBP-transcription factor 54
Zm00001d024338	GRMZM2G140612	cl17814_1	NA
Zm00001d024347	GRMZM2G149894	AY110248	NA
Zm00001d024349	GRMZM2G161569	mab27	math-btb27
Zm00001d024351	GRMZM2G041963	mab28	math-btb28
Zm00001d024354	GRMZM2G423393	abi26	ABI3-VP1-transcription factor 26
Zm00001d024376	GRMZM2G090594	wrky67	WRKY-transcription factor 67
Zm00001d024386	GRMZM2G119783	xth1	xyloglucan endo-transglycosylase/hydrolase1
Zm00001d024389	GRMZM2G459864	mads33	MADS-transcription factor 33
Zm00001d024393	GRMZM2G145870	igps3	indole-3-glycerolphosphate synthase3
Zm00001d024395	GRMZM2G326625	pap24	purple acid phosphatase24
Zm00001d024410	GRMZM2G170958	hb73	Homeobox-transcription factor 73
Zm00001d024418	GRMZM2G112782	pza01677	NA
Zm00001d024423	GRMZM2G023422	pol1	DNA polymerase like1
Zm00001d024425	GRMZM2G106590	pza02941	NA
Zm00001d024429	GRMZM2G087395	mcsf1	mitochondrial CAF-like splicing factor1
Zm00001d024436	GRMZM2G055070	ereb51	AP2-EREBP-transcription factor 51
Zm00001d024458	GRMZM2G141133	propep4	precursor elicitor peptide4
Zm00001d024460	GRMZM2G141071	propep5	precursor elicitor peptide5
Zm00001d024468	GRMZM2G022359	ereb163	AP2-EREBP-transcription factor 163
Zm00001d024477	GRMZM2G465812	tps9	terpene synthase9
Zm00001d024478	GRMZM2G117319	tps4	terpene synthase4
Zm00001d024481	GRMZM2G074309	tps5	terpene synthase5
Zm00001d024486	GRMZM2G179092	tps10	terpene synthase10
Zm00001d024488	GRMZM2G150680	myb155	MYB-transcription factor 155
Zm00001d024507	GRMZM2G006736	sig1A	sigma factor 1A
Zm00001d024511	GRMZM2G099352	rps3	ribosomal protein S3
Zm00001d024512	GRMZM2G068808	cpps3	copalyl diphosphate synthase3
Zm00001d024514	NA	ks5	kaurene synthase5
Zm00001d024515	NA	mmp63	NA
Zm00001d024518	GRMZM2G079908	acb1	Acyl-CoA-binding protein1
Zm00001d024522	GRMZM2G042895	bhlh116	bHLH-transcription factor 116
Zm00001d024523	GRMZM2G042992	rel2	ramosa1 enhancer locus2
Zm00001d024525	GRMZM2G177621	umc2658	NA
Zm00001d024531	GRMZM2G110145	thx43	Trihelix-transcription factor 43
Zm00001d024532	GRMZM2G123308	glk55	G2-like-transcription factor 55
Zm00001d024534	GRMZM2G305582	c3h31	C3H-transcription factor 331
Zm00001d024538	GRMZM2G001530	pza01877	NA
Zm00001d024540	GRMZM2G023073	stm1	stomatin1
Zm00001d024543	GRMZM2G003715	nactf61	NAC-transcription factor 61
Zm00001d024545	GRMZM2G180168	abi23	ABI3-VP1-transcription factor 23
Zm00001d024546	GRMZM2G474769	lhy1	late hypocotyl elongation protein ortholog1
Zm00001d024547	GRMZM2G175265	mybr48	MYB-related-transcription factor 48
Zm00001d024568	GRMZM2G123886	mpk4	MAP kinase4
Zm00001d024587	GRMZM2G086496	npf1	nitrate transporter/peptide transporter family1
Zm00001d024596	GRMZM2G077486	omt3	Caffeoyl CoA O-methyltransferase3
Zm00001d024607	GRMZM2G372553	ane3	androgenic embryo3
Zm00001d024609	GRMZM2G008403	bap1b	basal layer antifungal protein1b
Zm00001d024615	GRMZM2G133382	bap3a	basal layer antifungal protein3a
Zm00001d024617	GRMZM2G133370	bap3b	basal layer antifungal protein3b
Zm00001d024624	GRMZM2G134756	TIDP3108	NA
Zm00001d024625	GRMZM2G021864	pco099889b	NA
Zm00001d024627	GRMZM2G108892	mybr84	MYB-related-transcription factor 84
Zm00001d024630	GRMZM2G325907	myb92	MYB-transcription factor 92
Zm00001d024631	GRMZM2G070780	uaz24a	NA
Zm00001d024633	GRMZM5G828229	IDP52	NA
Zm00001d024660	GRMZM2G362828	pmei12	pectin methylesterase inhibitor12
Zm00001d024672	GRMZM2G304010	npi445a	NA
Zm00001d024676	GRMZM2G306105	AY112073	NA
Zm00001d024677	GRMZM2G393742	chr156	chromatin complex subunit A 156
Zm00001d024678	GRMZM2G093858	bnlg1712	NA
Zm00001d024679	GRMZM2G093744	bhlh162	bHLH-transcription factor 162
Zm00001d024698	GRMZM2G148924	fie2	fertilization independent endosperm2
Zm00001d024701	GRMZM2G004957	hb18	Homeobox-transcription factor 18
Zm00001d024702	GRMZM2G005024	orp2	orange pericarp2
Zm00001d024703	GRMZM2G005126	c3h24	C3H-transcription factor 324
Zm00001d024712	GRMZM5G830329	ms10	male sterile10
Zm00001d024722	GRMZM2G101926	umc155	NA
Zm00001d024723	GRMZM2G101875	cer8	eceriferum8
Zm00001d024725	GRMZM2G425427	myb101	MYB-transcription factor 101
Zm00001d024726	GRMZM2G001824	myb134	MYB-transcription factor 134
Zm00001d024734	GRMZM2G394500	AY111178	NA
Zm00001d024738	GRMZM2G060721	umc64a	NA
Zm00001d024744	GRMZM2G082522	TIDP3651	NA
Zm00001d024753	GRMZM2G177792	prx35	peroxidase35
Zm00001d024754	GRMZM2G061135	umc1336	NA
Zm00001d024755	GRMZM2G061447	pco072368	NA
Zm00001d024756	GRMZM2G061728	mneap2	Maize Nuclear Envelope-Associated Protein2
Zm00001d024763	GRMZM2G028104	umc1739	NA
Zm00001d024765	GRMZM2G122943	dgatiii1	diacylglycerol acyltransferase-typeIII1
Zm00001d024778	GRMZM2G015605	nac1	NaCl stress protein1
Zm00001d024781	GRMZM2G036554	bhlh153	bHLH-transcription factor 153
Zm00001d024783	GRMZM2G062541	bhlh117	bHLH-transcription factor 117
Zm00001d024784	GRMZM2G127490	myb149	MYB-transcription factor 149
Zm00001d024790	GRMZM2G451771	dof15	C2C2-Dof-transcription factor 15
Zm00001d024802	GRMZM2G350693	umc2180	NA
Zm00001d024807	GRMZM2G089484	mpk6	MAP kinase6
Zm00001d024809	GRMZM2G121111	mybr81	MYB-related-transcription factor 81
Zm00001d024810	GRMZM2G422083	mybr33	MYB-related-transcription factor 33
Zm00001d024814	GRMZM2G030403	mybr9	MYB-related-transcription factor 9
Zm00001d024815	GRMZM2G060987	pco134590	NA
Zm00001d024816	GRMZM2G303105	chr122	chromatin complex subunit A 122
Zm00001d024821	GRMZM2G097641	spp2	sucrose-phosphatase2
Zm00001d024832	GRMZM2G063492	nhx2	Na+/H+ antiporter 2
Zm00001d024835	GRMZM2G017419	gpm605	NA
Zm00001d024839	GRMZM2G132093	gst2	glutathione S-transferase2
Zm00001d024843	GRMZM2G072529	acco31	1-aminocyclopropane-1-carboxylate oxidase15
Zm00001d024851	GRMZM2G332423	acco4	1-aminocyclopropane-1-carboxylate oxidase4
Zm00001d024852	GRMZM2G166616	acco3	1-aminocyclopropane-1-carboxylate oxidase3
Zm00001d024853	GRMZM2G166639	acco15	1-aminocyclopropane-1-carboxylate oxidase15
Zm00001d024855	GRMZM2G166694	cul2	cullin2
Zm00001d024857	GRMZM2G083459	dcd1	discordia1
Zm00001d024865	GRMZM5G807276	IDP582	NA
Zm00001d024886	GRMZM2G110567	pco091486(738)	NA
Zm00001d024893	GRMZM2G343291	umc1995	NA
Zm00001d024897	GRMZM2G450512	umc2348	NA
Zm00001d024898	GRMZM2G061879	sag12	enescence-associated gene12
Zm00001d024903	GRMZM5G833699	hsp90	heat shock protein, 90 kDa
Zm00001d024905	GRMZM2G006871	gbptf11	GeBP-transcription factor 11
Zm00001d024909	GRMZM2G381691	cct1	CO CO-LIKE TIMING OF CAB1  protein domain1
Zm00001d024915	GRMZM2G077951	mab29	math-btb29
Zm00001d024918	GRMZM2G363292	nbcs24	nucleobase:cation symporter24
Zm00001d024926	GRMZM2G401883	umc1589	NA
Zm00001d024933	GRMZM2G164538	IDP2561	NA
Zm00001d024946	GRMZM2G148441	fnsii1	flavone synthase typeII1
Zm00001d024951	GRMZM5G852877	ucp1	uncoupling protein1
Zm00001d024952	GRMZM5G858454	aco2	aconitase2
Zm00001d024963	GRMZM2G330635	gst22	glutathione transferase22
Zm00001d024967	GRMZM2G446108	glpdh6	glycerol-3-phosphate dehydrogenase6
Zm00001d024996	GRMZM2G075315	umc1246	NA
Zm00001d024998	AC197672.3_FG002	acc1	acetyl-coenzyme A carboxylase1
Zm00001d025003	GRMZM2G007721	pza00048	NA
Zm00001d025005	GRMZM2G159393	yuc2	Yucca2
Zm00001d025008	GRMZM2G084729	pco111589	NA
Zm00001d025010	GRMZM2G143725	IDP2556	NA
Zm00001d025015	GRMZM2G177077	pgd4	phosphogluconate dehydrogenase4
Zm00001d025016	GRMZM2G177203	IDP524	NA
Zm00001d025017	GRMZM2G177182	IDP2579	NA
Zm00001d025018	GRMZM2G074585	expa3	alpha expansin3
Zm00001d025019	GRMZM2G157313	GRMZM2G157313	NA
Zm00001d025023	GRMZM2G119116	AY110514	NA
Zm00001d025028	GRMZM2G159075	pht4	phosphate transporter protein4
Zm00001d025033	GRMZM2G096610	tcptf40	TCP-transcription factor 40
Zm00001d025050	GRMZM2G420801	etr2	ethylene receptor homolog2
Zm00001d025055	GRMZM2G159811	prh11	protein phosphatase homolog11
Zm00001d025063	GRMZM2G052166	asrp1	arginine/serine-rich splicing factor1
Zm00001d025067	GRMZM2G412207	mmp16	NA
Zm00001d025085	GRMZM2G701585	umc2789	NA
Zm00001d025103	GRMZM2G359298	amo1	amine oxidase1
Zm00001d025128	GRMZM2G126545	mbd113	methyl binding domain113
Zm00001d025131	GRMZM2G176443	pdi11	protein disulfide isomerase11
Zm00001d025133	GRMZM2G176537	gras30	GRAS-transcription factor 30
Zm00001d025140	GRMZM2G148508	pco123247b	NA
Zm00001d025141	GRMZM2G119823	bhlh108	bHLH-transcription factor 108
Zm00001d025170	AC215690.3_FG002	sacd11	stearoyl-acyl-carrier-protein desaturase11
Zm00001d025175	GRMZM2G547542	pco078062b	NA
Zm00001d025180	GRMZM2G022308	TIDP3000	NA
Zm00001d025201	GRMZM2G099696	fab1	fatty acid biosynthesis1
Zm00001d025205	GRMZM2G313756	bhlh100	bHLH-transcription factor 100
Zm00001d025206	GRMZM2G059965	AY109920	NA
Zm00001d025221	GRMZM2G148547	IDP1615	NA
Zm00001d025233	GRMZM2G126194	abi21	ABI3-VP1-transcription factor 21
Zm00001d025235	GRMZM2G152661	camta5	CAMTA-transcription factor 5
Zm00001d025240	GRMZM2G151041	odo1	alpha keto dehydrogenase candidate1
Zm00001d025258	GRMZM2G079538	kgdh1	alpha-ketoglutarate dehydrogenase
Zm00001d025267	GRMZM2G151529	hcf106c	high chlorophyll fluorescence106c
Zm00001d025274	GRMZM2G149543	TIDP3243	NA
Zm00001d025275	GRMZM2G149590	thx33	Trihelix-transcription factor 33
Zm00001d025278	GRMZM2G451716	pco064258	NA
Zm00001d025281	GRMZM2G425798	ereb149	AP2-EREBP-transcription factor 149
Zm00001d025286	GRMZM2G023194	isp1	iron-sulfur protein1
Zm00001d025287	GRMZM2G317406	mgs1	male-gametophyte specific1
Zm00001d025295	GRMZM2G424261	tcptf36	TCP-transcription factor 36
Zm00001d025298	GRMZM2G023708	ereb125	AP2-EREBP-transcription factor 125
Zm00001d025305	GRMZM2G022180	clx2	calnexin homolog2
Zm00001d025323	GRMZM2G443509	GRMZM2G443509	NA
Zm00001d025331	NA	ago106a	argonaute106a
Zm00001d025338	GRMZM2G147390	csu948	NA
Zm00001d025339	GRMZM2G147424	sfb1	SF1 binding protein candidate1
Zm00001d025342	GRMZM2G128319	AY110365	NA
Zm00001d025343	GRMZM5G831009	pap30	purple acid phosphatase30
Zm00001d025346	AC217051.3_FG006	pebp5	phosphatidylethanolamine-binding protein
Zm00001d025352	GRMZM2G095826	IDP2458	NA
Zm00001d025354	GRMZM2G095725	incw5	invertase cell wall5
Zm00001d025355	GRMZM2G123633	incw3	invertase cell wall3
Zm00001d025362	GRMZM2G027241	mzetc34	NA
Zm00001d025369	GRMZM2G049681	asg42	NA
Zm00001d025374	GRMZM2G060720	vq59	VQ motif-transcription factor59
Zm00001d025385	GRMZM2G398876	sudh6	succinate dehydrogenase6
Zm00001d025401	GRMZM2G052100	aasr5	abscisic acid stress ripening5
Zm00001d025409	GRMZM2G175525	ereb21	AP2-EREBP-transcription factor 21
Zm00001d025413	GRMZM2G043737	IDP245	NA
Zm00001d025416	GRMZM2G054632	mgt11	magnesium transporter11
Zm00001d025425	GRMZM2G330424	asg2	NA
Zm00001d025431	GRMZM2G072513	GRMZM2G072513	NA
Zm00001d025433	GRMZM2G072337	pza01089	NA
Zm00001d025434	GRMZM2G072322	GRMZM2G072322	NA
Zm00001d025435	GRMZM2G072174	GRMZM2G072174	NA
Zm00001d025446	GRMZM2G307262	smk6	small kernel6
Zm00001d025452	GRMZM2G010797	cl32758_1	NA
Zm00001d025462	GRMZM2G355469	bhlh102	bHLH-transcription factor 102
Zm00001d025477	GRMZM2G424348	npi264	NA
Zm00001d025479	GRMZM2G069370	mads30	MADS-transcription factor 30
Zm00001d025482	GRMZM5G857936	umc1453	NA
Zm00001d025483	GRMZM2G435824	nactf85	NAC-transcription factor 85
Zm00001d025485	GRMZM2G074793	umc1402	NA
Zm00001d025490	GRMZM2G446201	zar1	Zea mays ARGOS1
Zm00001d025491	GRMZM2G156088	alf14	Alfin-like-transcription factor 14
Zm00001d025492	GRMZM2G016564	alf16	Alfin-like-transcription factor 16
Zm00001d025504	GRMZM2G050495	alf10	Alfin-like-transcription factor 10
Zm00001d025509	GRMZM2G096695	IDP774	NA
Zm00001d025514	GRMZM2G392168	thx2	Trihelix-transcription factor 2
Zm00001d025524	GRMZM2G070092	lox7	lipoxygenase7
Zm00001d025526	GRMZM2G075676	scp1	serine carboxypeptidase1
Zm00001d025534	GRMZM2G432846	ofp40	OVATE-transcription factor 40
Zm00001d025542	GRMZM2G007120	umc2350	NA
Zm00001d025545	GRMZM2G136344	zep2	zeaxanthin epoxidase2
Zm00001d025571	GRMZM2G381267	csu334b	NA
Zm00001d025575	GRMZM2G143590	zyp1	synaptonemal complex protein ZIPPER1
Zm00001d025576	NA	umc1697	NA
Zm00001d025580	GRMZM5G870959	serk1	somatic embryogenesis receptor-like kinase1
Zm00001d025586	GRMZM2G125233	umc146	NA
Zm00001d025588	GRMZM2G125356	pme1	pectin methylesterase1
Zm00001d025589	GRMZM2G425920	bzip88	bZIP-transcription factor 88
Zm00001d025593	GRMZM2G039723	gpa2	glyceraldehyde-3-phosphate dehydrogenase2
Zm00001d025612	AC225176.2_FG003	umc1330	NA
Zm00001d025617	GRMZM2G078641	grf2	general regulatory factor2
Zm00001d025619	GRMZM2G107114	phb2	prohibitin2
Zm00001d025626	GRMZM2G135470	aldh26	aldehyde dehydrogenase26
Zm00001d025628	GRMZM2G134539	IDP620	NA
Zm00001d025629	GRMZM2G094072	cfm2	CRM family member2
Zm00001d025638	GRMZM2G358701	bzip5	bZIP-transcription factor 5
Zm00001d025640	GRMZM2G057554	hagtf41	GNAT-transcription factor 41
Zm00001d025652	NA	igps2	indole-3-glycerolphosphate synthase2
Zm00001d025653	GRMZM2G169648	AY108476	NA
Zm00001d025660	GRMZM2G173878	ras2	Ras-related protein2
Zm00001d025664	GRMZM2G173633	myb84	MYB-transcription factor 84
Zm00001d025665	GRMZM2G173597	umc1272	NA
Zm00001d025667	GRMZM2G034882	mlkp2	Maize LINC KASH AtWIP-like2
Zm00001d025669	GRMZM2G031963	wrky59	WRKY-transcription factor 59
Zm00001d025684	GRMZM2G111770	nactf15	NAC-transcription factor 15
Zm00001d025689	GRMZM2G025054	tgz15a	transglutaminase15a
Zm00001d025706	AC214507.3_FG001	cfm6	CRM family member6
Zm00001d025713	GRMZM2G359735	hag103b	histone acetyl transferase GNAT/MYST103b
Zm00001d025720	GRMZM2G047370	thx25	Trihelix-transcription factor 25
Zm00001d025726	GRMZM2G167280	umc1115	NA
Zm00001d025727	GRMZM2G437481	bhlh133	bHLH-transcription factor 133
Zm00001d025737	GRMZM2G062052	pebp19	phosphatidylethanolamine-binding protein
Zm00001d025747	GRMZM2G018441	umc2003	NA
Zm00001d025753	GRMZM2G005633	ctb1	chitinase B1
Zm00001d025757	GRMZM2G105004	nlp9	NLP-transcription factor 9
Zm00001d025762	GRMZM2G070255	AY106712	NA
Zm00001d025765	GRMZM2G066059	atg10	autophagy10
Zm00001d025770	AC233888.1_FG002	col7	C2C2-CO-like-transcription factor 7
Zm00001d025771	AC233888.1_FG001	umc259a	NA
Zm00001d025773	GRMZM2G125635	sam1	S-adenosylmethionine decarboxylase1
Zm00001d025777	GRMZM2G098577	umc1280	NA
Zm00001d025793	GRMZM2G071518	umc1507	NA
Zm00001d025823	GRMZM2G410083	mybr68	MYB-related-transcription factor 68
Zm00001d025830	GRMZM2G160473	dcl4	dicer-like4
Zm00001d025831	GRMZM2G175140	amt1	ammonium transporter1
Zm00001d025833	GRMZM2G139797	php20719a	NA
Zm00001d025846	GRMZM5G810727	umc1930	NA
Zm00001d025859	GRMZM2G018760	umc2785	NA
Zm00001d025861	GRMZM2G043813	nactf65	NAC-transcription factor 65
Zm00001d025864	AC206901.3_FG005	myb132	MYB-transcription factor 132
Zm00001d025869	GRMZM5G828581	bnlg1074	NA
Zm00001d025871	GRMZM2G005284	arftf38	ARF-transcription factor 38
Zm00001d025873	GRMZM2G146809	pco090777	NA
Zm00001d025875	GRMZM2G096090	umc2156	NA
Zm00001d025884	GRMZM2G080199	IDP372	NA
Zm00001d025885	GRMZM2G122340	ckx11	cytokinin oxidase11
Zm00001d025893	GRMZM2G164714	AY106733	NA
